timestamp,object,confidence,x,y
2024-10-29T11:15:02.995817,person,0.8311736583709717,384,401
2024-10-29T11:15:03.712282,person,0.8838505148887634,397,389
2024-10-29T11:15:03.713769,person,0.6730126142501831,19,440
2024-10-29T11:15:04.148525,person,0.7323781251907349,21,433
2024-10-29T11:15:04.493528,person,0.6966450214385986,399,386
2024-10-29T11:15:04.495011,person,0.5751064419746399,21,435
2024-10-29T11:15:04.495011,person,0.3783075511455536,555,198
2024-10-29T11:15:04.818575,person,0.807611346244812,403,383
2024-10-29T11:15:04.818575,person,0.6930252313613892,27,429
2024-10-29T11:15:05.279305,person,0.8804042935371399,405,358
2024-10-29T11:15:05.281304,person,0.35283806920051575,566,129
2024-10-29T11:15:05.568973,person,0.606257975101471,405,352
2024-10-29T11:15:05.883901,person,0.8023903369903564,420,312
2024-10-29T11:15:06.191445,person,0.7245481610298157,423,313
2024-10-29T11:15:06.485481,person,0.7986476421356201,423,314
2024-10-29T11:15:06.790163,person,0.7862170934677124,424,314
2024-10-29T11:15:07.145335,person,0.6507454514503479,426,318
2024-10-29T11:15:07.696770,person,0.40656211972236633,403,329
2024-10-29T11:15:08.058407,person,0.8562076091766357,394,366
2024-10-29T11:15:08.060435,person,0.4873146712779999,564,154
2024-10-29T11:15:08.060435,person,0.33799153566360474,28,412
2024-10-29T11:15:08.356697,person,0.8325129747390747,396,369
2024-10-29T11:15:08.357699,person,0.4693409502506256,562,154
2024-10-29T11:15:08.358817,person,0.44498029351234436,27,413
2024-10-29T11:15:08.676519,person,0.5067602396011353,396,368
2024-10-29T11:15:08.677632,person,0.33404335379600525,564,151
2024-10-29T11:15:08.678642,person,0.2788105607032776,27,413
2024-10-29T11:15:08.981125,person,0.7358875870704651,396,369
2024-10-29T11:15:08.982127,person,0.30312496423721313,563,152
2024-10-29T11:15:09.264892,person,0.8115522265434265,398,368
2024-10-29T11:15:09.265898,person,0.4599306881427765,563,153
2024-10-29T11:15:09.547874,person,0.7706195116043091,399,369
2024-10-29T11:15:09.549383,person,0.4595465064048767,28,413
2024-10-29T11:15:09.550391,person,0.41021642088890076,563,153
2024-10-29T11:15:10.015419,person,0.36015453934669495,29,413
2024-10-29T11:15:10.016565,person,0.2583531141281128,564,153
2024-10-29T11:15:10.303277,person,0.8016653656959534,401,370
2024-10-29T11:15:10.304359,person,0.3097817599773407,31,413
2024-10-29T11:15:10.818473,person,0.8526977896690369,405,370
2024-10-29T11:15:10.821992,person,0.6686343550682068,30,412
2024-10-29T11:15:11.210662,person,0.8714430332183838,404,370
2024-10-29T11:15:11.212171,person,0.3723607659339905,34,413
2024-10-29T11:15:11.213180,person,0.27491456270217896,565,155
2024-10-29T11:15:11.495407,person,0.8605659008026123,403,370
2024-10-29T11:15:11.496407,person,0.5097129940986633,36,412
2024-10-29T11:15:11.816409,person,0.5956363081932068,37,413
2024-10-29T11:15:11.817411,person,0.5487089157104492,405,370
2024-10-29T11:15:11.818418,person,0.3635857403278351,565,158
2024-10-29T11:15:12.257636,person,0.8656184077262878,404,370
2024-10-29T11:15:12.258641,person,0.35559794306755066,38,413
2024-10-29T11:15:12.259638,person,0.29043740034103394,566,157
2024-10-29T11:15:12.553226,person,0.8692783117294312,406,371
2024-10-29T11:15:12.554228,person,0.4681362509727478,566,158
2024-10-29T11:15:12.555237,person,0.34530603885650635,35,413
2024-10-29T11:15:12.831292,person,0.8714442253112793,404,370
2024-10-29T11:15:12.832295,person,0.3089256286621094,37,413
2024-10-29T11:15:13.127156,person,0.8428575396537781,405,371
2024-10-29T11:15:13.408221,person,0.8559208512306213,403,370
2024-10-29T11:15:13.409222,person,0.34160444140434265,37,412
2024-10-29T11:15:13.678769,person,0.8706097602844238,405,370
2024-10-29T11:15:13.679770,person,0.3911498785018921,566,157
2024-10-29T11:15:13.681166,person,0.36155304312705994,37,412
2024-10-29T11:15:13.980709,person,0.8302190899848938,399,370
2024-10-29T11:15:13.980709,person,0.32426682114601135,563,155
2024-10-29T11:15:14.407857,person,0.842973530292511,398,370
2024-10-29T11:15:14.408856,person,0.4179217517375946,562,154
2024-10-29T11:15:14.409859,person,0.3869122862815857,35,416
2024-10-29T11:15:14.871249,person,0.4261325001716614,562,152
2024-10-29T11:15:14.872758,person,0.30753448605537415,27,415
2024-10-29T11:15:15.202310,person,0.4118046164512634,562,156
2024-10-29T11:15:15.203323,person,0.3087271451950073,24,414
2024-10-29T11:15:15.546299,person,0.7054484486579895,393,370
2024-10-29T11:15:15.547301,person,0.5751230716705322,26,415
2024-10-29T11:15:15.548296,person,0.2804860472679138,561,154
2024-10-29T11:15:15.841032,person,0.6927452087402344,396,370
2024-10-29T11:15:15.842541,person,0.440845787525177,562,156
2024-10-29T11:15:16.165091,person,0.7028394341468811,394,369
2024-10-29T11:15:16.166482,person,0.3661642372608185,33,415
2024-10-29T11:15:16.167488,person,0.33848342299461365,562,152
2024-10-29T11:15:16.538187,person,0.7885853052139282,394,370
2024-10-29T11:15:16.540597,person,0.3813212513923645,35,416
2024-10-29T11:15:17.069894,person,0.711824893951416,394,370
2024-10-29T11:15:17.069894,person,0.4241044223308563,562,153
2024-10-29T11:15:17.072280,person,0.409810870885849,25,415
2024-10-29T11:15:17.400831,person,0.52249675989151,26,416
2024-10-29T11:15:17.400831,person,0.5054489970207214,396,371
2024-10-29T11:15:17.402347,person,0.36075863242149353,561,156
2024-10-29T11:15:17.688841,person,0.4357612133026123,25,415
2024-10-29T11:15:17.690849,person,0.34284427762031555,561,155
2024-10-29T11:15:18.023234,person,0.39615026116371155,563,156
2024-10-29T11:15:18.024244,person,0.380086749792099,35,415
2024-10-29T11:15:18.336192,person,0.6380441784858704,37,412
2024-10-29T11:15:18.337195,person,0.2622761130332947,566,159
2024-10-29T11:15:19.029661,person,0.8463530540466309,407,371
2024-10-29T11:15:19.031933,person,0.4116358757019043,567,160
2024-10-29T11:15:19.033427,person,0.3570513427257538,38,412
2024-10-29T11:15:19.365833,person,0.5639491081237793,406,371
2024-10-29T11:15:19.368835,person,0.4690588116645813,565,160
2024-10-29T11:15:19.677745,person,0.5450901985168457,405,371
2024-10-29T11:15:19.678747,person,0.41526252031326294,38,415
2024-10-29T11:15:19.679746,person,0.26010286808013916,565,159
2024-10-29T11:15:19.979499,person,0.5278513431549072,37,414
2024-10-29T11:15:19.980498,person,0.4998919665813446,566,160
2024-10-29T11:15:20.265086,person,0.4727393686771393,35,413
2024-10-29T11:15:20.266088,person,0.45241671800613403,565,160
2024-10-29T11:15:20.552460,person,0.5187848806381226,37,414
2024-10-29T11:15:20.552966,person,0.2679230272769928,566,159
2024-10-29T11:15:20.847299,person,0.3997742235660553,34,414
2024-10-29T11:15:21.288199,person,0.8369508981704712,407,372
2024-10-29T11:15:21.289604,person,0.34181544184684753,566,160
2024-10-29T11:15:21.290906,person,0.33526650071144104,33,414
2024-10-29T11:15:21.699124,person,0.8674184679985046,405,371
2024-10-29T11:15:21.700125,person,0.44948244094848633,565,159
2024-10-29T11:15:22.154595,person,0.34151092171669006,38,414
2024-10-29T11:15:22.159625,person,0.328747421503067,566,158
2024-10-29T11:15:22.530769,person,0.37151870131492615,37,416
2024-10-29T11:15:22.883369,person,0.35211828351020813,565,158
2024-10-29T11:15:23.263153,person,0.5097025632858276,406,371
2024-10-29T11:15:23.264570,person,0.3843359053134918,37,416
2024-10-29T11:15:23.265580,person,0.34792521595954895,564,158
2024-10-29T11:15:23.743454,person,0.8040465116500854,408,371
2024-10-29T11:15:23.744660,person,0.5781381130218506,37,416
2024-10-29T11:15:23.745671,person,0.34705430269241333,565,160
2024-10-29T11:15:24.275036,person,0.8210222721099854,407,371
2024-10-29T11:15:24.276042,person,0.49240922927856445,38,416
2024-10-29T11:15:24.277366,person,0.4627178907394409,564,158
2024-10-29T11:15:24.587446,person,0.6889263987541199,409,371
2024-10-29T11:15:24.588444,person,0.4462585747241974,565,160
2024-10-29T11:15:24.591443,person,0.2909468710422516,38,415
2024-10-29T11:15:24.873831,person,0.5663642883300781,406,370
2024-10-29T11:15:25.184777,person,0.6991103291511536,408,370
2024-10-29T11:15:25.184777,person,0.38010454177856445,38,415
2024-10-29T11:15:25.186173,person,0.30986514687538147,565,157
2024-10-29T11:15:25.675921,person,0.317931205034256,34,416
2024-10-29T11:15:25.677154,person,0.2971937358379364,563,160
2024-10-29T11:15:26.187294,person,0.4231402277946472,26,417
2024-10-29T11:15:26.187294,person,0.34179019927978516,560,155
2024-10-29T11:15:26.509048,person,0.5184179544448853,27,417
2024-10-29T11:15:26.510056,person,0.3478637933731079,562,155
2024-10-29T11:15:26.802259,person,0.35343191027641296,561,155
2024-10-29T11:15:27.160040,person,0.827794075012207,399,370
2024-10-29T11:15:27.449359,person,0.7186591029167175,399,369
2024-10-29T11:15:27.450372,person,0.39046698808670044,562,155
2024-10-29T11:15:27.755833,person,0.5191514492034912,397,369
2024-10-29T11:15:27.756814,person,0.4934678077697754,562,155
2024-10-29T11:15:27.757815,person,0.28124985098838806,29,415
2024-10-29T11:15:28.036301,person,0.46137508749961853,560,155
2024-10-29T11:15:28.037301,person,0.4400801360607147,30,417
2024-10-29T11:15:28.594536,person,0.8312950730323792,399,370
2024-10-29T11:15:28.596390,person,0.41834503412246704,562,155
2024-10-29T11:15:28.903450,person,0.7914490699768066,396,363
2024-10-29T11:15:28.903450,person,0.5503395795822144,564,148
2024-10-29T11:15:28.904684,person,0.3450479507446289,31,412
2024-10-29T11:15:29.294334,person,0.688279390335083,397,364
2024-10-29T11:15:29.628127,person,0.8343731164932251,397,367
2024-10-29T11:15:29.629136,person,0.3733772039413452,26,416
2024-10-29T11:15:29.630647,person,0.3304896056652069,562,151
2024-10-29T11:15:29.919593,person,0.8168666362762451,396,368
2024-10-29T11:15:29.920589,person,0.3029407858848572,35,416
2024-10-29T11:15:30.269444,person,0.31637394428253174,35,416
2024-10-29T11:15:30.270442,person,0.2803111970424652,562,156
2024-10-29T11:15:30.960857,person,0.774392306804657,398,369
2024-10-29T11:15:30.960857,person,0.3057095408439636,29,417
2024-10-29T11:15:31.306762,person,0.823179304599762,399,369
2024-10-29T11:15:31.307774,person,0.5968020558357239,562,156
2024-10-29T11:15:31.308774,person,0.5645542740821838,36,418
2024-10-29T11:15:31.605945,person,0.32563498616218567,555,156
2024-10-29T11:15:31.606953,person,0.31499969959259033,30,420
2024-10-29T11:15:31.913267,person,0.43954846262931824,588,170
2024-10-29T11:15:31.914270,person,0.3094652593135834,50,409
2024-10-29T11:15:32.586942,person,0.755297839641571,429,373
2024-10-29T11:15:32.587944,person,0.2636258900165558,580,168
2024-10-29T11:15:32.952464,person,0.4672544300556183,415,374
2024-10-29T11:15:32.952984,person,0.32574760913848877,41,416
2024-10-29T11:15:34.688832,person,0.4067710340023041,568,162
2024-10-29T11:15:34.989965,person,0.2824684679508209,34,421
2024-10-29T11:15:35.416270,person,0.6060739159584045,408,372
2024-10-29T11:15:35.417270,person,0.3549926280975342,564,159
2024-10-29T11:15:35.418272,person,0.3073771595954895,38,420
2024-10-29T11:15:35.717193,person,0.8239550590515137,409,373
